gym,address,timestamp,consumption,TEMP,DEWP,SLP,STP,MAX,MIN,PRCP
Mosman,555 Military Rd Mosman 2088,2010-07-02 08:15:00.0,31.49,51.5,41.9,1060,,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 08:30:00.0,32.28,51.5,,1060,1060,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 08:45:00.0,,51.5,,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 09:00:00.0,33.39,51.5,,1060,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 09:15:00.0,32.8,51.5,,,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 09:30:00.0,33.87,51.5,41.9,1060,1060,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 09:45:00.0,34.08,51.5,41.9,,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 10:00:00.0,,,41.9,1060,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 10:15:00.0,,,41.9,,,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 10:30:00.0,33.29,,41.9,1060,,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 10:45:00.0,30.63,51.5,41.9,,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 11:00:00.0,30.26,51.5,41.9,1060,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 11:15:00.0,30.63,51.5,,1060,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 11:30:00.0,30.12,51.5,,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 11:45:00.0,31.39,51.5,,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 12:00:00.0,32.95,51.5,41.9,1060,,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 12:15:00.0,,51.5,41.9,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 12:30:00.0,32.62,51.5,41.9,1060,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 12:45:00.0,32.3,51.5,41.9,1060,,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 13:00:00.0,,51.5,,,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 13:15:00.0,31.12,51.5,41.9,1060,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 13:30:00.0,,51.5,,1060,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 13:45:00.0,30.22,,41.9,1060,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 14:00:00.0,,51.5,41.9,1060,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 14:15:00.0,,,,1060,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 14:30:00.0,30.46,51.5,41.9,,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 14:45:00.0,30.96,51.5,41.9,1060,1060,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 15:00:00.0,,51.5,41.9,1060,,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 15:15:00.0,,51.5,41.9,,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 15:30:00.0,31.17,,41.9,,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 15:45:00.0,,51.5,41.9,1060,1060,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 16:00:00.0,29.77,51.5,41.9,1060,1060,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 16:15:00.0,30.76,,41.9,1060,1060,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 16:30:00.0,30.29,51.5,41.9,1060,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 16:45:00.0,31.11,51.5,41.9,,,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 17:00:00.0,31.03,51.5,41.9,1060,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 17:15:00.0,,,,1060,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 17:30:00.0,30.65,51.5,41.9,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 17:45:00.0,30.73,51.5,,1060,1060,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 18:00:00.0,32.03,,41.9,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 18:15:00.0,32.37,,41.9,,1060,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 18:30:00.0,,,41.9,,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 18:45:00.0,,51.5,41.9,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 19:00:00.0,,51.5,,,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 19:15:00.0,30.91,51.5,41.9,,1060,,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 19:30:00.0,,51.5,41.9,1060,,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 19:45:00.0,33.6,51.5,41.9,1060,,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 20:00:00.0,,51.5,41.9,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 20:15:00.0,31.28,51.5,41.9,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 20:30:00.0,,51.5,,1060,1060,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 20:45:00.0,,,41.9,1060,,,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 21:00:00.0,,51.5,41.9,1060,1060,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 21:15:00.0,27.59,51.5,,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 21:30:00.0,20.94,51.5,41.9,1060,1060,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 21:45:00.0,18.61,,41.9,,1060,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 22:00:00.0,,,,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 22:15:00.0,18.6,51.5,,,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 22:30:00.0,19.48,,41.9,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 22:45:00.0,17.43,,41.9,,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 23:00:00.0,16.91,51.5,,1060,,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 23:15:00.0,15.98,51.5,41.9,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 23:30:00.0,17.2,51.5,,1060,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 23:45:00.0,18.45,51.5,,,,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-03 00:00:00.0,16.26,52.4,36.9,1060,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 00:15:00.0,17.81,52.4,,1060,1060,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 00:30:00.0,,52.4,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 00:45:00.0,17.86,52.4,36.9,1060,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 01:00:00.0,17.91,,36.9,,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 01:15:00.0,17.74,52.4,36.9,1060,1060,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 01:30:00.0,17.73,52.4,36.9,,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 01:45:00.0,17.78,,36.9,1060,,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 02:00:00.0,17.68,52.4,,,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 02:15:00.0,25.39,52.4,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 02:30:00.0,25.96,,36.9,,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 02:45:00.0,26.96,52.4,36.9,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 03:00:00.0,25.4,52.4,,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 03:15:00.0,,,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 03:30:00.0,26.44,,36.9,1060,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 03:45:00.0,25.75,52.4,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 04:00:00.0,26.7,,36.9,1060,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 04:15:00.0,26.31,52.4,36.9,1060,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 04:30:00.0,21.35,52.4,,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 04:45:00.0,17.01,52.4,36.9,1060,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 05:00:00.0,16.91,,,,,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 05:15:00.0,20.57,52.4,,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 05:30:00.0,21.99,52.4,36.9,1060,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 05:45:00.0,22.18,52.4,,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 06:00:00.0,22.17,,,,1060,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 06:15:00.0,,52.4,36.9,,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 06:30:00.0,22.05,,36.9,,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 06:45:00.0,22.08,52.4,36.9,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 07:00:00.0,21.6,,36.9,,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 07:15:00.0,22.38,,,1060,1060,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 07:30:00.0,,,36.9,1060,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 07:45:00.0,32.9,52.4,36.9,,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 08:00:00.0,32.41,,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 08:15:00.0,,52.4,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 08:30:00.0,35.0,,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 08:45:00.0,35.83,52.4,36.9,1060,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 09:00:00.0,36.03,52.4,36.9,,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 09:15:00.0,37.81,52.4,36.9,1060,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 09:30:00.0,38.8,52.4,36.9,,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 09:45:00.0,35.81,52.4,,1060,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 10:00:00.0,,52.4,36.9,1060,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 10:15:00.0,,52.4,,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 10:30:00.0,36.55,,36.9,,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 10:45:00.0,38.44,52.4,36.9,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 11:00:00.0,35.14,52.4,36.9,,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 11:15:00.0,35.79,52.4,,,1060,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 11:30:00.0,35.96,52.4,36.9,1060,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 11:45:00.0,34.63,52.4,36.9,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 12:00:00.0,33.07,,,1060,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 12:15:00.0,31.53,,,1060,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 12:30:00.0,31.25,,36.9,1060,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 12:45:00.0,,52.4,,1060,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 13:00:00.0,31.55,52.4,36.9,,,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 13:15:00.0,31.48,52.4,36.9,1060,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 13:30:00.0,32.52,52.4,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 13:45:00.0,35.03,52.4,,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 14:00:00.0,30.54,52.4,36.9,1060,1060,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 14:15:00.0,33.3,52.4,36.9,,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 14:30:00.0,,,36.9,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 14:45:00.0,,52.4,36.9,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 15:00:00.0,30.84,52.4,,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 15:15:00.0,31.02,,36.9,1060,,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 15:30:00.0,,52.4,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 15:45:00.0,,,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 16:00:00.0,,52.4,36.9,1060,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 16:15:00.0,32.44,52.4,,,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 16:30:00.0,32.18,52.4,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 16:45:00.0,,52.4,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 17:00:00.0,33.73,52.4,,,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 17:15:00.0,31.39,52.4,36.9,1060,,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 17:30:00.0,,52.4,36.9,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 17:45:00.0,33.99,52.4,36.9,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 18:00:00.0,,,,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 18:15:00.0,35.0,52.4,36.9,1060,,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 18:30:00.0,33.27,52.4,,1060,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 18:45:00.0,31.85,52.4,,1060,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 19:00:00.0,29.51,52.4,36.9,,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 19:15:00.0,26.29,52.4,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 19:30:00.0,17.75,52.4,,1060,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 19:45:00.0,17.15,,36.9,,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 20:00:00.0,17.27,52.4,,1060,,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 20:15:00.0,16.66,52.4,,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 20:30:00.0,,52.4,,,,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 20:45:00.0,,52.4,36.9,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 21:00:00.0,15.38,52.4,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 21:15:00.0,15.14,52.4,36.9,,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 21:30:00.0,,52.4,36.9,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 21:45:00.0,14.76,52.4,36.9,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 22:00:00.0,,52.4,36.9,1060,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 22:15:00.0,,52.4,36.9,,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 22:30:00.0,14.71,52.4,36.9,1060,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 22:45:00.0,,52.4,36.9,,,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 23:00:00.0,,52.4,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 23:15:00.0,,52.4,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 23:30:00.0,,52.4,36.9,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 23:45:00.0,,52.4,36.9,1060,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-04 00:00:00.0,14.82,54.0,45.5,1060,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 00:15:00.0,15.42,,45.5,,1060,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 00:30:00.0,16.84,,,1060,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 00:45:00.0,17.7,,45.5,,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 01:00:00.0,,54.0,45.5,1060,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 01:15:00.0,17.83,54.0,45.5,,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 01:30:00.0,17.75,54.0,45.5,1060,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 01:45:00.0,,,45.5,1060,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 02:00:00.0,25.6,54.0,45.5,,1060,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 02:15:00.0,23.98,,,1060,1060,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 02:30:00.0,22.92,54.0,45.5,1060,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 02:45:00.0,23.78,,45.5,1060,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 03:00:00.0,23.38,54.0,45.5,1060,1060,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 03:15:00.0,,54.0,45.5,,,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 03:30:00.0,23.38,54.0,,1060,1060,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 03:45:00.0,23.03,54.0,,1060,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 04:00:00.0,22.98,,,,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 04:15:00.0,,54.0,45.5,1060,,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 04:30:00.0,,,,1060,1060,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 04:45:00.0,17.89,54.0,,1060,1060,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 05:00:00.0,16.95,,,1060,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 05:15:00.0,,54.0,45.5,1060,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 05:30:00.0,,,45.5,,1060,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 05:45:00.0,17.16,54.0,45.5,1060,,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 06:00:00.0,17.16,,45.5,,,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 06:15:00.0,17.17,54.0,45.5,1060,,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 06:30:00.0,,54.0,45.5,1060,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 06:45:00.0,17.13,54.0,45.5,1060,,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 07:00:00.0,17.3,54.0,45.5,,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 07:15:00.0,,,45.5,1060,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 07:30:00.0,18.79,,45.5,1060,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 07:45:00.0,25.64,,,1060,,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 08:00:00.0,27.09,54.0,45.5,,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 08:15:00.0,29.74,54.0,45.5,1060,,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 08:30:00.0,,,,1060,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 08:45:00.0,30.8,54.0,,,,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 09:00:00.0,31.46,,,1060,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 09:15:00.0,32.31,54.0,45.5,1060,1060,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 09:30:00.0,,54.0,45.5,1060,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 09:45:00.0,34.18,,45.5,,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 10:00:00.0,33.54,,45.5,,1060,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 10:15:00.0,31.62,,45.5,,,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 10:30:00.0,36.05,54.0,,1060,,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 10:45:00.0,34.41,54.0,,,1060,60.8,45.1,0.00
