gym,address,timestamp,consumption,TEMP,DEWP,SLP,STP,MAX,MIN,PRCP
Mosman,555 Military Rd Mosman 2088,2010-07-02 09:00:00.0,,,,,,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 09:15:00.0,32.8,,,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 09:30:00.0,,,41.9,,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 09:45:00.0,34.08,51.5,41.9,1060,1060,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 10:00:00.0,32.82,,41.9,,,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 10:15:00.0,,,,1060,,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 10:30:00.0,,51.5,41.9,,,,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 10:45:00.0,,51.5,41.9,1060,1060,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 11:00:00.0,30.26,,,,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 11:15:00.0,30.63,,41.9,,,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 11:30:00.0,,,,,,,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 11:45:00.0,,,,,1060,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 12:00:00.0,32.95,51.5,41.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 12:15:00.0,,51.5,,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 12:30:00.0,,51.5,,,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 12:45:00.0,32.3,,,1060,,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 13:00:00.0,,,41.9,,1060,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 13:15:00.0,31.12,51.5,41.9,1060,,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 13:30:00.0,,,41.9,1060,1060,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 13:45:00.0,30.22,51.5,,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 14:00:00.0,,51.5,,1060,,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 14:15:00.0,,51.5,41.9,,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 14:30:00.0,30.46,,41.9,1060,1060,,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 14:45:00.0,,,,,,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 15:00:00.0,30.35,51.5,,1060,1060,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 15:15:00.0,31.34,,41.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 15:30:00.0,,,41.9,1060,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 15:45:00.0,31.62,51.5,,1060,,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 16:00:00.0,29.77,51.5,41.9,,,,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 16:15:00.0,30.76,,,,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 16:30:00.0,30.29,,,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 16:45:00.0,,51.5,,,,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 17:00:00.0,,51.5,41.9,,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 17:15:00.0,31.63,51.5,41.9,1060,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 17:30:00.0,30.65,,,1060,1060,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 17:45:00.0,,,,,1060,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 18:00:00.0,32.03,,41.9,,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 18:15:00.0,32.37,51.5,41.9,1060,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 18:30:00.0,,51.5,,1060,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 18:45:00.0,,,,1060,,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 19:00:00.0,32.79,51.5,41.9,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 19:15:00.0,,51.5,41.9,1060,,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 19:30:00.0,,,41.9,1060,1060,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 19:45:00.0,,51.5,,,1060,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 20:00:00.0,30.7,51.5,,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 20:15:00.0,31.28,51.5,,,1060,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 20:30:00.0,,,,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 20:45:00.0,,,41.9,,1060,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 21:00:00.0,29.3,,41.9,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 21:15:00.0,,,,,,,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 21:30:00.0,20.94,,41.9,1060,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 21:45:00.0,,,,,1060,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 22:00:00.0,18.71,51.5,,,,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 22:15:00.0,,51.5,,,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 22:30:00.0,,51.5,,1060,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 22:45:00.0,17.43,,41.9,1060,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 23:00:00.0,,,41.9,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 23:15:00.0,,,41.9,,1060,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 23:30:00.0,17.2,,41.9,,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 23:45:00.0,18.45,,41.9,,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-03 00:00:00.0,16.26,52.4,,,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 00:15:00.0,,,,1060,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 00:30:00.0,,52.4,36.9,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 00:45:00.0,,,36.9,1060,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 01:00:00.0,,,,,1060,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 01:15:00.0,,,36.9,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 01:30:00.0,,,36.9,,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 01:45:00.0,,52.4,36.9,,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 02:00:00.0,,,36.9,,,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 02:15:00.0,,,36.9,1060,,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 02:30:00.0,,,36.9,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 02:45:00.0,26.96,,,,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 03:00:00.0,25.4,,36.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 03:15:00.0,26.62,52.4,36.9,1060,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 03:30:00.0,,52.4,,,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 03:45:00.0,25.75,52.4,36.9,1060,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 04:00:00.0,26.7,52.4,,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 04:15:00.0,,,,,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 04:30:00.0,,52.4,36.9,,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 04:45:00.0,,,,,,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 05:00:00.0,16.91,,,1060,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 05:15:00.0,20.57,52.4,,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 05:30:00.0,,52.4,36.9,,,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 05:45:00.0,,52.4,,,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 06:00:00.0,,52.4,,,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 06:15:00.0,22.03,,,,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 06:30:00.0,22.05,,,,,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 06:45:00.0,,52.4,,,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 07:00:00.0,21.6,,36.9,,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 07:15:00.0,,,,1060,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 07:30:00.0,29.5,52.4,,1060,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 07:45:00.0,32.9,52.4,36.9,,,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 08:00:00.0,,,,,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 08:15:00.0,,,,,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 08:30:00.0,,52.4,36.9,,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 08:45:00.0,35.83,,,,,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 09:00:00.0,,52.4,36.9,,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 09:15:00.0,,52.4,36.9,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 09:30:00.0,,52.4,36.9,1060,,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 09:45:00.0,,,,1060,1060,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 10:00:00.0,38.83,52.4,,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 10:15:00.0,,52.4,,1060,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 10:30:00.0,36.55,52.4,,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 10:45:00.0,38.44,52.4,,1060,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 11:00:00.0,,,36.9,,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 11:15:00.0,,,36.9,,1060,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 11:30:00.0,35.96,52.4,36.9,1060,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 11:45:00.0,,,36.9,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 12:00:00.0,,,36.9,1060,1060,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 12:15:00.0,,,,,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 12:30:00.0,,52.4,36.9,1060,1060,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 12:45:00.0,31.28,52.4,36.9,1060,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 13:00:00.0,,,,,,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 13:15:00.0,31.48,,36.9,1060,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 13:30:00.0,,,36.9,1060,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 13:45:00.0,,52.4,36.9,,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 14:00:00.0,30.54,,,,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 14:15:00.0,,,,1060,,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 14:30:00.0,32.33,52.4,36.9,,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 14:45:00.0,31.91,,,1060,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 15:00:00.0,30.84,,,,,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 15:15:00.0,31.02,52.4,36.9,1060,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 15:30:00.0,29.69,52.4,36.9,,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 15:45:00.0,30.79,52.4,,1060,,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 16:00:00.0,,52.4,36.9,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 16:15:00.0,,,36.9,,,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 16:30:00.0,,,,1060,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 16:45:00.0,,,36.9,,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 17:00:00.0,33.73,,36.9,1060,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 17:15:00.0,,52.4,36.9,1060,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 17:30:00.0,,52.4,36.9,,,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 17:45:00.0,33.99,,36.9,,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 18:00:00.0,,52.4,36.9,,,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 18:15:00.0,35.0,,36.9,,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 18:30:00.0,,,36.9,1060,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 18:45:00.0,,,36.9,1060,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 19:00:00.0,29.51,,36.9,1060,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 19:15:00.0,,,,1060,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 19:30:00.0,,,,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 19:45:00.0,,52.4,,,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 20:00:00.0,,,,,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 20:15:00.0,,,36.9,,,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 20:30:00.0,15.39,,,1060,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 20:45:00.0,,,36.9,1060,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 21:00:00.0,,,,,,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 21:15:00.0,15.14,,,,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 21:30:00.0,14.73,,36.9,,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 21:45:00.0,,,36.9,1060,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 22:00:00.0,14.73,52.4,,,,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 22:15:00.0,,,,,,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 22:30:00.0,14.71,52.4,36.9,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 22:45:00.0,14.76,,,1060,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 23:00:00.0,,,,,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 23:15:00.0,16.47,,,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 23:30:00.0,,,36.9,1060,1060,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 23:45:00.0,17.48,,,1060,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-04 00:00:00.0,14.82,54.0,45.5,,,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 00:15:00.0,,54.0,,,1060,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 00:30:00.0,16.84,54.0,45.5,,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 00:45:00.0,,,,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 01:00:00.0,,54.0,45.5,1060,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 01:15:00.0,,,,1060,,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 01:30:00.0,,54.0,45.5,1060,,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 01:45:00.0,,,,1060,1060,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 02:00:00.0,,54.0,,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 02:15:00.0,23.98,54.0,,1060,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 02:30:00.0,22.92,,,,,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 02:45:00.0,23.78,54.0,45.5,1060,1060,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 03:00:00.0,23.38,54.0,,1060,,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 03:15:00.0,,,,1060,,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 03:30:00.0,,54.0,45.5,1060,,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 03:45:00.0,,54.0,45.5,1060,1060,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 04:00:00.0,,,,1060,1060,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 04:15:00.0,,,45.5,1060,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 04:30:00.0,23.04,,45.5,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 04:45:00.0,17.89,54.0,45.5,1060,1060,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 05:00:00.0,16.95,54.0,,,,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 05:15:00.0,17.1,,45.5,1060,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 05:30:00.0,17.1,54.0,,1060,1060,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 05:45:00.0,,54.0,,1060,1060,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 06:00:00.0,17.16,,,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 06:15:00.0,,54.0,45.5,,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 06:30:00.0,,54.0,,,,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 06:45:00.0,17.13,54.0,45.5,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 07:00:00.0,,,,,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 07:15:00.0,17.49,54.0,,1060,,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 07:30:00.0,18.79,,,,,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 07:45:00.0,,,45.5,,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 08:00:00.0,,,45.5,1060,1060,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 08:15:00.0,29.74,54.0,45.5,,1060,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 08:30:00.0,31.2,,45.5,1060,,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 08:45:00.0,,,45.5,1060,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 09:00:00.0,31.46,,,1060,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 09:15:00.0,32.31,,45.5,,,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 09:30:00.0,,54.0,45.5,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 09:45:00.0,,,45.5,,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 10:00:00.0,,,45.5,,,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 10:15:00.0,31.62,,45.5,,,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 10:30:00.0,36.05,54.0,,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 10:45:00.0,,,,1060,1060,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 11:00:00.0,,,,1060,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 11:15:00.0,,,,,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 11:30:00.0,33.23,54.0,45.5,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 11:45:00.0,34.36,,,,1060,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 12:00:00.0,31.13,54.0,,,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 12:15:00.0,30.01,54.0,45.5,1060,,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 12:30:00.0,32.16,54.0,,,1060,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 12:45:00.0,,54.0,,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 13:00:00.0,,54.0,45.5,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 13:15:00.0,30.7,54.0,45.5,1060,1060,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 13:30:00.0,,54.0,,,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 13:45:00.0,,,,1060,1060,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 14:00:00.0,,,45.5,,1060,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 14:15:00.0,,,45.5,,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 14:30:00.0,32.77,,45.5,,,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 14:45:00.0,,54.0,45.5,,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 15:00:00.0,31.38,,,1060,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 15:15:00.0,,54.0,45.5,1060,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 15:30:00.0,,,,1060,,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 15:45:00.0,30.44,54.0,,,,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 16:00:00.0,,,,,,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 16:15:00.0,32.98,54.0,45.5,1060,,60.8,45.1,0.00
